region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state,posting_date,combined,car_msrp
tampa bay area,28000,2017,chevrolet,silverado,,,gas,93114,clean,,1GCRCRECXHZ341337,fwd,,pickup,white,fl,2021-05-01 15:05:18+00:00,2017.0 chevrolet silverado,27535
battle creek,12997,2017,chevrolet,equinox lt 2wd,good,4 cylinders,gas,71151,clean,automatic,2GNALCEK4H6239018,fwd,,SUV,blue,mi,2021-04-14 21:34:56+00:00,2017.0 chevrolet equinox lt 2wd,27645
holland,35655,2017,toyota,4runner,,6 cylinders,gas,42314,clean,automatic,JTEBU5JR2H5460102,4wd,,SUV,black,mi,2021-05-04 15:03:01+00:00,2017.0 toyota 4runner,27711
hartford,26995,2017,nissan,nv,,,gas,36661,clean,automatic,1N6BF0LY9HN807749,rwd,,van,white,ct,2021-04-28 12:24:12+00:00,2017.0 nissan nv,27730
lexington,19800,2017,chevrolet,malibu,,,gas,30338,clean,automatic,1G1ZH5SX8HF136045,fwd,,sedan,silver,ky,2021-04-14 17:15:37+00:00,2017.0 chevrolet malibu,27770
omaha / council bluffs,24987,2017,chevrolet,silverado 1500 work,good,8 cylinders,other,115828,clean,automatic,3GCUKNEC6HG150455,4wd,,pickup,white,ia,2021-04-22 21:21:03+00:00,2017.0 chevrolet silverado 1500 work,27785
monterey bay,34271,2017,chevrolet,silverado 1500,,,gas,84900,clean,automatic,3GCUCRERXHG402734,rwd,,,silver,ca,2021-04-23 13:48:43+00:00,2017.0 chevrolet silverado 1500,27785
missoula,41998,2017,ram,1500,,8 cylinders,gas,48761,clean,automatic,1C6RR6MTXHS751943,rwd,,truck,,mt,2021-04-28 16:26:30+00:00,2017.0 ram 1500,27890
"washington, DC",32000,2017,ram,1500,,,gas,104071,clean,automatic,1C6RR7MT4HS755590,4wd,,pickup,black,dc,2021-04-27 16:39:30+00:00,2017.0 ram 1500,27890
colorado springs,47950,2017,ram,1500,,,gas,24621,clean,automatic,1C6RR7MT4HS724081,4wd,,pickup,orange,co,2021-04-25 18:18:13+00:00,2017.0 ram 1500,27890
norfolk / hampton roads,34500,2017,ram,1500,like new,8 cylinders,gas,30875,clean,automatic,1C6RR7LT5HS871267,4wd,full-size,truck,white,va,2021-04-26 18:12:54+00:00,2017.0 ram 1500,27890
tampa bay area,19998,2017,ram,1500,,,gas,137449,clean,automatic,1C6RR6FT0HS609758,fwd,,pickup,white,fl,2021-04-28 21:19:01+00:00,2017.0 ram 1500,27890
tucson,36999,2017,ram,1500,,,diesel,47058,clean,automatic,1C6RR7LM5HS686080,4wd,,pickup,white,az,2021-05-01 18:25:06+00:00,2017.0 ram 1500,27890
space coast,30496,2017,ram,1500,excellent,,gas,106220,clean,automatic,1C6RR7MTXHS865950,4wd,,pickup,white,fl,2021-05-03 17:03:17+00:00,2017.0 ram 1500,27890
appleton-oshkosh-FDL,27143,2017,ram,1500,excellent,,gas,131075,clean,automatic,1C6RR7NT2HS800377,4wd,,pickup,,wi,2021-04-23 21:01:42+00:00,2017.0 ram 1500,27890
olympic peninsula,34999,2017,ram,1500,,8 cylinders,gas,69665,clean,automatic,1C6RR7TT6HS787586,4wd,,truck,white,wa,2021-04-20 16:13:39+00:00,2017.0 ram 1500,27890
chattanooga,15882,2017,ram,1500,excellent,,gas,138000,rebuilt,automatic,1C6RR6GTXHS590280,,,pickup,black,tn,2021-04-17 23:30:16+00:00,2017.0 ram 1500,27890
san luis obispo,30900,2017,ram,1500,,,diesel,47879,clean,automatic,1C6RR7KM7HS517776,4wd,,pickup,silver,ca,2021-04-15 19:46:46+00:00,2017.0 ram 1500,27890
anchorage / mat-su,32995,2017,ram,1500,,,gas,65290,clean,automatic,1C6RR6PT8HS762337,fwd,,pickup,silver,ak,2021-04-29 22:36:14+00:00,2017.0 ram 1500,27890
wichita falls,31590,2017,jeep,wrangler unlimited sport,good,6 cylinders,gas,30577,clean,other,1C4BJWDG6HL695711,4wd,,other,,tx,2021-04-30 21:01:14+00:00,2017.0 jeep wrangler unlimited sport,27895
billings,39995,2017,jeep,wrangler unlimited,,,gas,21009,clean,automatic,1C4HJWEG0HL735337,4wd,,SUV,,mt,2021-04-21 13:56:11+00:00,2017.0 jeep wrangler unlimited,27895
southern maryland,31590,2017,jeep,wrangler unlimited sport,good,6 cylinders,gas,35391,clean,other,1C4BJWDG8HL671975,4wd,,SUV,black,md,2021-04-09 14:51:13+00:00,2017.0 jeep wrangler unlimited sport,27895
mohave county,37641,2017,jeep,wrangler unlimited,,6 cylinders,gas,30248,,manual,1C4BJWDG4HL537156,4wd,,SUV,black,az,2021-04-09 16:11:25+00:00,2017.0 jeep wrangler unlimited,27895
olympic peninsula,44999,2017,jeep,wrangler unlimited,,6 cylinders,gas,34695,clean,automatic,1C4BJWFGXHL725225,4wd,,SUV,custom,wa,2021-04-04 17:41:05+00:00,2017.0 jeep wrangler unlimited,27895
new york city,32959,2017,chevrolet,silverado 1500,excellent,8 cylinders,gas,45294,clean,automatic,1GCVKREC4HZ332831,4wd,mid-size,truck,white,ny,2021-05-03 17:20:20+00:00,2017.0 chevrolet silverado 1500,27950
des moines,12995,2017,chevrolet,cruze,excellent,4 cylinders,gas,79281,clean,automatic,1G1BF5SM7H7241697,,,sedan,,ia,2021-04-18 03:53:34+00:00,2017.0 chevrolet cruze,27950
eau claire,19500,2017,chevrolet,traverse,excellent,6 cylinders,gas,75000,clean,automatic,1GNKVGKDXHJ146356,4wd,mid-size,SUV,grey,wi,2021-04-17 21:10:12+00:00,2017.0 chevrolet traverse,27995
san angelo,26250,2017,dodge,charger,,,gas,27285,clean,automatic,2C3CDXHG7HH579396,rwd,,sedan,white,tx,2021-04-08 14:00:33+00:00,2017.0 dodge charger,27995
prescott,26500,2017,dodge,challenger,like new,6 cylinders,gas,35140,clean,automatic,2C3CDZAG0HH574353,4wd,mid-size,coupe,silver,az,2021-04-16 21:20:16+00:00,2017.0 dodge challenger,28090
clarksville,22500,2017,dodge,challenger,excellent,,gas,52851,clean,automatic,2C3CDZAG7HH545478,rwd,,coupe,silver,tn,2021-04-05 14:00:11+00:00,2017.0 dodge challenger,28090
long island,23995,2017,dodge,challenger,,,gas,21171,clean,automatic,2C3CDZAGXHH532160,rwd,,coupe,red,ny,2021-04-22 23:00:53+00:00,2017.0 dodge challenger,28090
denver,18990,2017,chevrolet,impala,excellent,4 cylinders,gas,60148,clean,automatic,1G1105SA1HU170002,fwd,,sedan,silver,co,2021-05-03 18:01:35+00:00,2017.0 chevrolet impala,28095
lakeland,11800,2017,chevrolet,cruze premier,excellent,4 cylinders,gas,37520,rebuilt,automatic,1G1BF5SM1H7203589,fwd,compact,sedan,black,fl,2021-04-11 03:58:08+00:00,2017.0 chevrolet cruze premier,28095
omaha / council bluffs,23995,2017,buick,enclave,,6 cylinders,gas,31851,,automatic,5GAKVCKD0HJ260918,,,SUV,silver,ia,2021-05-01 14:21:27+00:00,2017.0 buick enclave,28110
flagstaff / sedona,33595,2017,gmc,sierra 1500 base,good,6 cylinders,other,65246,clean,automatic,1GTV2LEH4HZ264250,,,pickup,red,az,2021-05-03 19:31:07+00:00,2017.0 gmc sierra 1500 base,28205
des moines,16775,2017,chevrolet,impala,,,gas,96328,clean,automatic,1G1145S35HU149756,fwd,,sedan,black,ia,2021-04-05 20:30:28+00:00,2017.0 chevrolet impala,28375
bakersfield,14990,2017,toyota,prius prime primum,,4 cylinders,hybrid,99995,clean,automatic,JTDKARFP9H3024709,fwd,,hatchback,grey,ca,2021-04-06 19:18:47+00:00,2017.0 toyota prius prime primum,28400
spokane / coeur d'alene,35999,2017,ford,f-150,,,gas,91736,clean,automatic,1FTEW1EG7HFA77571,4wd,,pickup,,id,2021-05-03 23:35:30+00:00,2017.0 ford f-150,28405
sacramento,31091,2017,ford,f-150,,,gas,70456,clean,automatic,1FTFX1EF4HKD25646,4wd,,pickup,white,ca,2021-05-01 20:35:34+00:00,2017.0 ford f-150,28405
hickory / lenoir,23225,2017,ford,f150,excellent,6 cylinders,gas,65410,clean,automatic,1FTEX1C83HFB50007,rwd,,pickup,blue,nc,2021-04-05 22:00:19+00:00,2017.0 ford f150,28405
phoenix,16990,2017,nissan,altima 2.5 sl sedan 4d,good,,other,41843,clean,other,1N4AL3AP0HN332372,fwd,,sedan,red,az,2021-05-03 15:51:14+00:00,2017.0 nissan altima 2.5 sl sedan 4d,28570
houston,12999,2017,nissan,altima 2.5 sl,like new,4 cylinders,gas,61565,clean,automatic,1N4AL3APXHC175820,fwd,mid-size,sedan,silver,tx,2021-05-01 16:32:02+00:00,2017.0 nissan altima 2.5 sl,28570
st george,16950,2017,acura,ilx,,4 cylinders,gas,40065,clean,automatic,19UDE2F73HA007339,fwd,,sedan,white,ut,2021-04-30 14:01:25+00:00,2017.0 acura ilx,28955
monterey bay,20990,2017,chrysler,300 300c sedan 4d,good,6 cylinders,gas,50964,clean,other,2C3CCAEG1HH586610,rwd,,sedan,silver,ca,2021-04-22 20:11:17+00:00,2017.0 chrysler 300 300c sedan 4d,28995
tulsa,24900,2017,chrysler,300c,excellent,6 cylinders,gas,41005,clean,automatic,2C3CCAEG6HH588675,rwd,,sedan,red,ok,2021-05-03 16:19:23+00:00,2017.0 chrysler 300c,28995
dallas / fort worth,23979,2017,chevrolet,express cargo van,good,8 cylinders,gas,72107,clean,automatic,1GCWGAFF2H1345690,rwd,full-size,van,white,tx,2021-04-30 18:31:32+00:00,2017.0 chevrolet express cargo van,29000
tampa bay area,32500,2017,chevrolet,colorado,like new,6 cylinders,gas,36614,clean,automatic,1GCGTDEN5H1261342,4wd,,,grey,fl,2021-04-26 19:08:27+00:00,2017.0 chevrolet colorado,29000
minneapolis / st paul,21998,2017,chevrolet,traverse,,6 cylinders,gas,56321,clean,automatic,1GNKVGKD5HJ105651,,,SUV,black,mn,2021-05-03 15:40:22+00:00,2017.0 chevrolet traverse,29000
tampa bay area,29990,2017,jeep,wrangler sport s utility 2d,good,6 cylinders,gas,49955,clean,other,1C4AJWAG9HL661861,4wd,,other,black,fl,2021-04-30 22:01:18+00:00,2017.0 jeep wrangler sport s utility 2d,29000
cincinnati,20750,2017,jeep,renegade trailhawk 4x4,,4 cylinders,,49821,clean,automatic,ZACCJBCBXHPF17542,4wd,,SUV,grey,oh,2021-04-23 21:15:23+00:00,2017.0 jeep renegade trailhawk 4x4,29000
"washington, DC",25000,2017,gmc,acadia,,,gas,30264,clean,automatic,1GKKNLLS2HZ325964,fwd,,SUV,,dc,2021-05-01 16:35:32+00:00,2017.0 gmc acadia,29070
cedar rapids,19988,2017,gmc,acadia sle-1,,4 cylinders,gas,24845,clean,automatic,1GKKNKLA6HZ226517,fwd,,SUV,black,ia,2021-04-23 15:25:32+00:00,2017.0 gmc acadia sle-1,29070
boise,27871,2017,gmc,acadia,,6 cylinders,gas,27801,clean,automatic,1GKKNTLS0HZ157774,4wd,,SUV,grey,id,2021-04-26 14:30:52+00:00,2017.0 gmc acadia,29070
el paso,27995,2017,gmc,acadia,excellent,6 cylinders,gas,90575,clean,automatic,1GKKNNLS9HZ136532,fwd,,SUV,white,tx,2021-04-15 03:30:16+00:00,2017.0 gmc acadia,29070
rockford,18995,2017,gmc,acadia,,,gas,119550,clean,automatic,1GKKNVLS5HZ214501,,,,blue,il,2021-04-22 14:20:03+00:00,2017.0 gmc acadia,29070
missoula,26990,2017,chevrolet,silverado 1500,good,8 cylinders,gas,133329,clean,automatic,3GCUKREC7HG155882,4wd,full-size,truck,silver,mt,2021-04-05 17:53:40+00:00,2017.0 chevrolet silverado 1500,29080
hawaii,20000,2017,mini,cooper s countryman,,4 cylinders,gas,45446,clean,automatic,WMZYT3C3XH3B66492,fwd,,SUV,grey,hi,2021-04-30 01:40:37+00:00,2017.0 mini cooper s countryman,29100
palm springs,17999,2017,hyundai,tucson night,excellent,4 cylinders,gas,31000,clean,automatic,KM8J33A23HU522361,,,SUV,,ca,2021-04-27 20:35:24+00:00,2017.0 hyundai tucson night,29200
el paso,6800,2017,chevrolet,cruze,,,gas,44171,rebuilt,automatic,1G1BC5SM3H7215395,,,sedan,silver,tx,2021-04-24 15:02:41+00:00,2017.0 chevrolet cruze,29255
wausau,34995,2017,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,108650,clean,automatic,1GB5KYCG4FZ525756,4wd,,,,wi,2021-05-04 19:07:40+00:00,2017.0 chevrolet silverado 2500hd,29370
south jersey,20000,2017,dodge,durango srt,like new,8 cylinders,gas,30976,clean,automatic,1C4SDJGJ1JC201522,,,SUV,,nj,2021-04-06 21:04:27+00:00,2017.0 dodge durango srt,29470
raleigh / durham / CH,23990,2017,toyota,tacoma,excellent,4 cylinders,gas,60159,clean,automatic,5TFRX5GNXHX076376,rwd,,truck,white,nc,2021-04-30 21:47:29+00:00,2017.0 toyota tacoma,29560
skagit / island / SJI,37500,2017,toyota,tacoma,,,gas,20715,clean,automatic,3TMCZ5AN5HM069608,4wd,,pickup,blue,wa,2021-04-17 19:53:24+00:00,2017.0 toyota tacoma,29560
ft myers / SW florida,24590,2017,toyota,tacoma access cab sr,good,,gas,61424,clean,other,5TFRX5GNXHX086597,,,pickup,white,fl,2021-04-13 15:41:21+00:00,2017.0 toyota tacoma access cab sr,29560
st cloud,19990,2017,honda,accord hybrid,,,hybrid,38000,clean,automatic,JHMCR6F50HC006530,,,,blue,mn,2021-04-27 14:16:46+00:00,2017.0 honda accord hybrid,29605
raleigh / durham / CH,18990,2017,honda,accord hybrid,excellent,4 cylinders,gas,48448,clean,automatic,JHMCR6F37HC021315,fwd,,,black,nc,2021-04-30 20:33:23+00:00,2017.0 honda accord hybrid,29605
cincinnati,16495,2017,toyota,rav4 le i4 awd,,4 cylinders,gas,94868,clean,automatic,2T3BFREV1HW608259,4wd,,SUV,silver,oh,2021-05-02 16:12:44+00:00,2017.0 toyota rav4 le i4 awd,29710
lexington,16900,2017,nissan,murano,,,gas,99535,clean,automatic,5N1AZ2MG6HN102622,fwd,,SUV,black,ky,2021-04-14 17:16:06+00:00,2017.0 nissan murano,29740
kalamazoo,30990,2017,nissan,murano,,6 cylinders,gas,36437,clean,automatic,5N1AZ2MH7HN101939,4wd,,SUV,silver,mi,2021-04-30 21:30:48+00:00,2017.0 nissan murano,29740
baltimore,24025,2017,nissan,murano,,,gas,56866,clean,automatic,5N1AZ2MH7HN148890,,,,red,md,2021-04-20 13:47:21+00:00,2017.0 nissan murano,29740
mohave county,18941,2017,nissan,murano,,6 cylinders,gas,65921,,automatic,5N1AZ2MH1HN161196,,,SUV,silver,az,2021-04-07 16:11:55+00:00,2017.0 nissan murano,29740
asheville,22976,2017,toyota,sienna,,,gas,76801,clean,automatic,5TDKZ3DC9HS791142,fwd,,,black,nc,2021-04-10 13:54:34+00:00,2017.0 toyota sienna,29750
baltimore,19999,2017,toyota,sienna,,6 cylinders,gas,51389,clean,automatic,5TDZZ3DC6HS813368,fwd,,,,md,2021-04-27 15:41:13+00:00,2017.0 toyota sienna,29750
milwaukee,16500,2017,toyota,sienna,excellent,6 cylinders,gas,60034,rebuilt,automatic,5TDKZ3DC7HS866842,fwd,,mini-van,,wi,2021-04-15 23:29:29+00:00,2017.0 toyota sienna,29750
portland,27000,2017,toyota,sienna,excellent,6 cylinders,gas,59143,clean,automatic,5TDYZ3DC0HS830694,fwd,full-size,mini-van,white,or,2021-05-04 20:32:32+00:00,2017.0 toyota sienna,29750
el paso,34777,2017,chevrolet,silverado 1500,excellent,8 cylinders,gas,102769,clean,automatic,3GCUKREC6HG190395,4wd,,pickup,white,tx,2021-04-27 01:16:34+00:00,2017.0 chevrolet silverado 1500,29795
northern michigan,26350,2017,ford,edge,excellent,6 cylinders,gas,54600,clean,automatic,2FMPK4K83HBC05532,4wd,,wagon,black,mi,2021-04-26 19:28:59+00:00,2017.0 ford edge,29845
maine,23950,2017,ford,edge,,4 cylinders,gas,63176,clean,automatic,2FMPK4J95HBC45945,4wd,,,,me,2021-04-29 19:17:14+00:00,2017.0 ford edge,29845
green bay,26990,2017,nissan,pathfinder,excellent,6 cylinders,gas,40077,clean,automatic,5N1DR2MM4HC608688,4wd,mid-size,SUV,black,wi,2021-04-22 17:30:36+00:00,2017.0 nissan pathfinder,29990
wichita,19400,2017,nissan,pathfinder,excellent,6 cylinders,gas,33644,clean,automatic,5N1DR2MM0HC652073,4wd,full-size,SUV,red,ks,2021-04-09 20:13:52+00:00,2017.0 nissan pathfinder,29990
tyler / east TX,25495,2017,nissan,pathfinder,,,gas,58730,clean,automatic,5N1DR2MN1HC648395,fwd,,,red,tx,2021-04-17 14:00:49+00:00,2017.0 nissan pathfinder,29990
space coast,9995,2017,chevrolet,equinox,like new,4 cylinders,gas,150447,clean,automatic,2GNALCEK8H6305814,fwd,mid-size,SUV,silver,fl,2021-04-07 22:33:26+00:00,2017.0 chevrolet equinox,29995
yakima,28971,2017,gmc,acadia all terrain,,,gas,63120,,automatic,1GKKNVLS1HZ225284,4wd,,,black,wa,2021-04-23 20:22:42+00:00,2017.0 gmc acadia all terrain,29995
evansville,20000,2017,ram,promaster 1500 low roof,good,6 cylinders,gas,82191,clean,automatic,3C6TRVAG9HE511809,fwd,,van,white,in,2021-04-12 18:00:52+00:00,2017.0 ram promaster 1500 low roof,29995
tampa bay area,30111,2017,ford,f-150,,,gas,153896,clean,automatic,1FTEW1CP7HKC67316,fwd,,pickup,black,fl,2021-04-29 20:05:46+00:00,2017.0 ford f-150,29999
wichita,23999,2017,ford,f-150,excellent,6 cylinders,gas,127067,clean,automatic,1FTEW1EP3HKC20510,4wd,full-size,pickup,white,ks,2021-04-09 20:15:33+00:00,2017.0 ford f-150,29999
madison,20995,2017,ford,f-150,good,6 cylinders,gas,144644,clean,automatic,1FTFX1EG5HKD02790,4wd,full-size,truck,white,wi,2021-04-13 21:56:02+00:00,2017.0 ford f-150,29999
tyler / east TX,39995,2017,ford,f-150,good,,gas,82456,clean,automatic,1FTEW1EG3HKD58290,4wd,,truck,black,tx,2021-05-04 14:22:39+00:00,2017.0 ford f-150,29999
tampa bay area,36900,2017,ford,f-150,good,6 cylinders,gas,36361,clean,automatic,1FTEW1CP2HFC50108,rwd,full-size,truck,black,fl,2021-04-28 13:37:01+00:00,2017.0 ford f-150,29999
wenatchee,38948,2017,chevrolet,tahoe ls,good,,other,13385,clean,other,1GNSCAEC1HR280440,,,other,white,wa,2021-04-06 21:20:47+00:00,2017.0 chevrolet tahoe ls,30000
ames,24499,2017,toyota,prius four touring,like new,4 cylinders,gas,10700,clean,other,JTDKARFU8H3051907,fwd,compact,hatchback,red,ia,2021-04-30 23:24:30+00:00,2017.0 toyota prius four touring,30015
east oregon,37995,2017,toyota,tundra,,8 cylinders,gas,61173,clean,automatic,5TFDW5F1XHX647439,4wd,,truck,white,or,2021-04-12 20:34:22+00:00,2017.0 toyota tundra,30020
boise,47995,2017,toyota,tundra,,8 cylinders,gas,49898,clean,automatic,5TFDY5F17HX641804,4wd,,truck,,id,2021-04-27 11:00:35+00:00,2017.0 toyota tundra,30020
phoenix,19590,2017,volkswagen,tiguan 2.0t wolfsburg,good,,gas,39783,clean,other,WVGSV7AX1HK003113,,,other,white,az,2021-05-03 22:41:04+00:00,2017.0 volkswagen tiguan 2.0t wolfsburg,30095
tri-cities,14755,2017,chevrolet,trax,,4 cylinders,gas,42833,,automatic,3GNCJPSB4HL145730,4wd,,SUV,white,tn,2021-04-18 17:12:01+00:00,2017.0 chevrolet trax,30105
billings,39995,2017,chevrolet,silverado 3500hd 4x4,like new,8 cylinders,gas,42522,clean,automatic,1GB4KYCG5HF134082,4wd,full-size,truck,white,mt,2021-04-23 19:38:27+00:00,2017.0 chevrolet silverado 3500hd 4x4,30140
sacramento,23900,2017,dodge,challenger,,,gas,50727,clean,automatic,2C3CDZAG6HH629209,rwd,,coupe,,ca,2021-05-03 13:00:51+00:00,2017.0 dodge challenger,30185
east oregon,23999,2017,ford,mustang premium rwd gas,,,gas,57426,clean,automatic,1FATP8UH0H5273029,rwd,,convertible,silver,or,2021-04-18 00:13:55+00:00,2017.0 ford mustang premium rwd gas,30195
pullman / moscow,24999,2017,ford,mustang premium rwd gas,,,gas,48625,clean,automatic,1FATP8UH6H5279630,rwd,,convertible,red,id,2021-04-27 00:41:15+00:00,2017.0 ford mustang premium rwd gas,30195
great falls,43998,2017,chevrolet,silverado,,,gas,52754,clean,automatic,3GCUKSEC4HG141803,4wd,,truck,,mt,2021-04-10 14:52:46+00:00,2017.0 chevrolet silverado,30335
colorado springs,40779,2017,chevrolet,colorado,excellent,,gas,24847,clean,automatic,1GCGTEEN4H1329491,4wd,,,black,co,2021-04-19 19:12:46+00:00,2017.0 chevrolet colorado,30340
nashville,24875,2017,honda,pilot,good,6 cylinders,gas,98599,clean,automatic,5FNYF6H92HB029715,4wd,full-size,SUV,black,tn,2021-04-22 16:13:15+00:00,2017.0 honda pilot,30345
sandusky,28772,2017,honda,pilot,excellent,6 cylinders,gas,40627,clean,automatic,5FNYF6H78HB007670,4wd,full-size,SUV,,oh,2021-05-03 17:28:31+00:00,2017.0 honda pilot,30345
baltimore,32206,2017,honda,pilot,,,gas,32215,clean,automatic,5FNYF6H96HB067853,,,,,md,2021-04-28 14:13:05+00:00,2017.0 honda pilot,30345
ventura county,25800,2017,honda,ridgeline,,,gas,70724,clean,automatic,5FPYK2F49HB003972,4wd,,pickup,silver,ca,2021-04-11 20:18:33+00:00,2017.0 honda ridgeline,30375
detroit metro,17500,2017,nissan,rogue sv awd,like new,4 cylinders,gas,36148,clean,automatic,KNMAT2MV2HP594882,4wd,,SUV,white,mi,2021-05-01 15:30:18+00:00,2017.0 nissan rogue sv awd,30548
omaha / council bluffs,12999,2017,nissan,rogue s awd,like new,4 cylinders,gas,61612,clean,automatic,JN8AT2MV7HW277920,4wd,full-size,SUV,silver,ia,2021-04-21 17:19:02+00:00,2017.0 nissan rogue s awd,30548
western slope,32995,2017,toyota,highlander,,6 cylinders,gas,36466,clean,automatic,5TDJZRFH8HS397817,4wd,,SUV,black,co,2021-04-28 19:03:00+00:00,2017.0 toyota highlander,30630
lewiston / clarkston,30995,2017,toyota,highlander,,6 cylinders,gas,64254,clean,automatic,5TDJZRFH0HS372958,,,SUV,,id,2021-04-18 22:02:41+00:00,2017.0 toyota highlander,30630
sarasota-bradenton,25776,2017,toyota,highlander,excellent,,gas,63101,clean,automatic,5TDKZRFH5HS215950,fwd,,SUV,,fl,2021-05-01 13:16:51+00:00,2017.0 toyota highlander,30630
lawton,10990,2017,nissan,leaf s hatchback 4d,good,,electric,28780,clean,other,1N4BZ0CP2HC307354,fwd,,hatchback,,ok,2021-04-15 14:51:39+00:00,2017.0 nissan leaf s hatchback 4d,30680
lake of the ozarks,16990,2017,chevrolet,express passenger,good,8 cylinders,gas,120835,clean,automatic,1GAWGEFG1H1181003,rwd,,,white,mo,2021-04-20 22:31:46+00:00,2017.0 chevrolet express passenger,30795
green bay,16774,2017,chevrolet,cruze premier,,,gas,27166,clean,automatic,3G1BF6SMXHS544772,,,,,wi,2021-05-04 18:44:22+00:00,2017.0 chevrolet cruze premier,30900
maine,18995,2017,ford,flex,,,gas,31747,clean,automatic,2FMGK5B88HBA00102,fwd,,SUV,black,me,2021-04-18 18:42:00+00:00,2017.0 ford flex,30920
omaha / council bluffs,16995,2017,ford,flex,,6 cylinders,gas,66096,,automatic,2FMHK6D83HBA04923,,,SUV,grey,ia,2021-04-27 12:21:25+00:00,2017.0 ford flex,30920
billings,40995,2017,gmc,sierra,,,gas,61569,clean,automatic,3GTU2NEC9HG460017,4wd,,truck,,mt,2021-04-27 13:53:57+00:00,2017.0 gmc sierra,30970
spokane / coeur d'alene,36980,2017,gmc,sierra 1500,,8 cylinders,gas,120574,clean,automatic,3GTU2PEJ2HG275253,4wd,,truck,black,id,2021-05-03 18:34:25+00:00,2017.0 gmc sierra 1500,30970
fresno / madera,29500,2017,gmc,sierra 1500,,8 cylinders,gas,117440,clean,automatic,3GTP1MEC6HG489548,rwd,,truck,,ca,2021-04-28 18:30:53+00:00,2017.0 gmc sierra 1500,30970
maine,38944,2017,gmc,sierra,,,gas,41243,clean,automatic,1GTV2NEC5HZ234934,4wd,,pickup,white,me,2021-04-27 23:15:54+00:00,2017.0 gmc sierra,30970
minneapolis / st paul,18995,2017,chrysler,pacifica touring,excellent,6 cylinders,gas,35158,rebuilt,automatic,2C4RC1BG5HR536006,fwd,,mini-van,,mn,2021-05-03 21:45:31+00:00,2017.0 chrysler pacifica touring,30995
sarasota-bradenton,26780,2017,dodge,durango,excellent,,gas,50723,clean,automatic,1C4RDJDG9HC806258,4wd,,SUV,,fl,2021-04-23 17:15:15+00:00,2017.0 dodge durango,31090
spokane / coeur d'alene,43977,2017,nissan,titan xd,,,diesel,35823,clean,automatic,1N6BA1F4XHN520594,4wd,,pickup,black,id,2021-05-03 14:00:19+00:00,2017.0 nissan titan xd,31090
fairbanks,32999,2017,chevrolet,silverado 1500,,8 cylinders,gas,63648,clean,automatic,1GCVKPEC1HZ380551,4wd,,truck,red,ak,2021-04-09 18:39:05+00:00,2017.0 chevrolet silverado 1500,31310
twin falls,36999,2017,toyota,tacoma sr 4x4 quarter ton,,,gas,48827,clean,automatic,3TMCZ5AN2HM080954,4wd,,truck,white,id,2021-05-02 21:21:16+00:00,2017.0 toyota tacoma sr 4x4 quarter ton,31315
